Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
447,NJ,40.347054,-74.064306,7701,c:25997,Red Bank,Red Bank NJ 7701,Kurani Interactive,0,2000-01-01,6/1/2013,2010-11-25,2010-11-25,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,NJ,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:25997,0,1,0,0,0,0,2.0,0,0
518,CA,37.426316,-122.141082,94306,c:2953,Palo Alto,,Kapow Software,1,2005-01-01,,2005-02-01,2010-01-13,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:2953,0,0,0,1,1,0,2.5,1,1
849,MA,42.360253,-71.058291,2110,c:49876,Boston,Boston MA 2110,Locately,1,2008-07-01,,2010-08-01,2012-07-07,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:49876,0,1,0,0,0,0,5.0,1,1
120,CA,37.520592,-122.255907,94306,c:1447,Palo Alto,,TrustedID,1,2005-01-01,,2005-10-01,2007-10-18,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:1447,0,0,1,1,0,0,2.0,1,1
450,PA,40.60157589999999,-75.3611135,18015,c:26114,Bethlehem,,Ciclon Semiconductor Device Corporation,1,2004-01-01,,2005-08-02,2007-03-07,1.5863,3.1808,,,1,3,24150000,0,PA,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:26114,1,0,1,1,0,0,2.0,1,1
438,CA,37.382162,-122.036301,94086,c:25688,Sunnyvale,,Azingo,0,2005-01-01,8/11/2009,2006-10-01,2008-07-18,1.7479,3.5452,2.0,2.0,4,2,80000000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:25688,0,0,1,1,0,0,1.0,0,0
592,CA,37.354469,-121.990433,95051,c:335,Santa Clara,Santa Clara CA 95051,Vudu,1,2004-01-01,,2005-06-01,2007-04-29,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:335,0,0,1,1,0,0,3.5,1,1
4,MO,38.703764,-90.443832,63043,c:10153,Saint Louis,,"ITOG, Inc.",0,2006-09-19,4/16/2010,2008-02-11,2008-02-11,1.3973,1.3973,,,1,1,205000,0,MO,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:10153,0,1,0,0,0,0,1.0,0,0
468,CA,37.387845,-122.055197,94089,c:27,Sunnyvale,,Plaxo,1,2002-11-17,,2002-11-01,2007-02-01,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:27,0,0,1,1,1,1,2.5,1,1
325,CA,37.550954,-122.315396,94303,c:1957,Palo Alto,,Sharetivity,0,2007-07-07,11/11/2012,2006-05-01,2006-05-01,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1957,0,0,0,0,0,0,1.0,0,0
981,CA,37.627971,-122.426804,94066,c:63,San Bruno,,YouTube,1,2005-02-01,,2005-11-01,2006-04-01,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:63,0,0,1,1,0,0,1.0,1,1
942,NY,40.730646,-73.986614,10018,c:58699,New York City,New York City NY 10018,Hashable,0,2010-01-01,7/25/2012,2010-11-22,2010-11-22,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:58699,0,0,1,0,0,0,3.0,1,0
752,NY,40.74929,-73.981328,10016,c:43386,New York,New York NY 10016,MyNines,0,2009-08-01,8/5/2011,2010-04-19,2010-04-19,0.7151,0.7151,0.7479,2.011,2,1,500000,2,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:43386,0,1,0,0,0,0,1.0,1,0
644,TX,30.387275,-97.759511,78759,c:3717,Austin,,itzbig,0,2006-06-01,3/24/2010,2007-02-27,2007-02-27,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,TX,0,0,0,1,0,search,0,0,0,0,0,0,0,0,0,1,c:3717,0,0,1,0,0,0,2.0,1,0
1025,NY,40.650104,-73.94958199999998,11201,c:70893,Brooklyn,Brooklyn NY 11201,Loosecubes,0,2010-01-01,1/1/2012,2010-01-01,2012-06-05,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:70893,0,1,1,0,0,0,4.0,1,0
415,PA,39.952399,-75.16359,19104,c:24727,Philadelphia,Philadelphia PA 19104,Avid Radiopharmaceuticals,1,2005-01-01,,2005-01-25,2009-05-21,0.0658,4.3863,,,15,4,69900000,0,PA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:24727,0,1,1,0,1,1,4.75,1,1
197,CA,34.050451,-118.437775,90024,c:162219,Los Angeles,Los Angeles CA 90024,Contur,0,2011-09-01,11/1/2012,2012-05-01,2012-05-01,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:162219,0,1,0,0,0,0,1.0,0,0
59,IN,39.7672093,-86.1580785,46204,c:12178,Indianapolis,,ExactTarget,1,2000-12-01,,2004-07-21,2012-10-24,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,IN,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:12178,1,0,0,0,0,0,2.0,1,1
394,MA,42.504817,-71.195611,1803,c:23487,Burlington,Burlington MA 1803,Rhythmia Medical,1,2004-01-01,,2007-02-06,2010-09-24,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,MA,0,0,1,0,0,medical,0,0,0,0,0,0,0,0,0,1,c:23487,1,0,0,1,0,0,1.0,0,1
600,CA,37.437328,-122.159928,94303,c:3400,Palo Alto,,MyMiniLife,1,2007-01-01,,2006-11-15,2007-11-15,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:3400,0,1,0,0,0,0,1.6667,0,1
275,CA,37.538352,-122.299665,94403,c:176278,San Mateo,San Mateo CA 94403,Adept Cloud,1,2011-06-01,,2012-10-01,2012-11-01,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:176278,1,0,1,0,0,0,1.0,0,1
366,CA,37.4484914,-122.1802812,94025,c:22113,Menlo Park,,Factery,0,2009-04-01,1/17/2013,2009-09-10,2009-09-10,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:22113,1,0,0,0,0,0,2.0,1,0
919,PA,40.364273,-74.951278,18938,c:5617,New Hope,New Hope PA 18938,"MeetMe, Inc.",1,2005-04-01,,2007-01-29,2008-07-29,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,PA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:5617,0,0,1,1,0,0,2.5,1,1
180,CO,39.6478,-104.9875,80155,c:15996,Englewood,,WildBlue,1,2004-01-01,,2008-09-03,2008-09-03,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,CO,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:15996,1,0,0,0,0,0,4.0,1,1
819,CA,34.054935,-118.244476,90039,c:46893,Los Angeles,Los Angeles CA 90039,HeadCase Humanufacturing,0,2006-01-01,1/1/2012,2006-08-28,2006-08-28,0.6548,0.6548,,,3,1,900000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46893,0,0,1,0,0,0,1.0,1,0
268,CA,37.563905,-122.324688,94401,c:1753,San Mateo,,bluepulse,0,1990-04-10,1/1/2010,2007-04-01,2007-04-01,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1753,0,0,1,0,0,0,1.0,1,0
365,NY,40.729839,-73.991781,10003,c:22057,New York,New York NY 10003,Mr. Youth,1,2002-01-01,,2002-10-01,2009-02-01,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:22057,0,1,1,0,0,0,1.0,0,1
627,CA,38.232583,-122.636465,94954,c:35887,Petaluma,Petaluma CA 94954,Teknovus,1,2001-01-01,,2002-01-01,2009-11-16,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:35887,1,0,1,1,1,1,9.3333,1,1
203,CA,37.486368,-122.230116,94063,c:1628,Redwood City,,Qik,1,2006-06-01,,2008-04-09,2011-01-06,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1628,1,0,0,1,1,0,2.25,1,1
779,CA,34.172904,-118.37403700000002,91601,c:4453,North Hollywood,North Hollywood CA 91601,EQAL,1,2008-04-01,,2008-04-16,2011-05-23,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:4453,1,0,1,0,0,0,7.0,1,1
244,TX,31.5682893,-97.1973664,76710,c:16973,Waco,,IonLogix Systems,0,2007-12-11,2/2/2011,2008-10-24,2008-10-24,0.8712,0.8712,,,1,1,30000,0,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:16973,0,1,0,0,0,0,1.0,0,0
831,CA,37.386778,-121.966277,95054,c:47689,Santa Clara,Santa Clara CA 95054,Atrica,0,2000-01-01,12/13/2007,2006-04-05,2006-04-05,6.263,6.263,6.0055,6.0055,10,1,22200000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:47689,0,0,0,0,0,0,9.0,1,0
804,CO,40.0186731,-105.2762236,80302,c:459,Boulder,,Socialthing,1,2007-05-18,,2007-08-01,2007-10-23,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,CO,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:459,0,1,0,0,0,0,1.0,1,1
545,NY,40.743808,-73.983626,10010,c:3094,New York,,Next New Networks,1,2007-03-01,,2007-01-01,2010-12-29,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3094,0,0,1,1,1,0,3.5,1,1
68,CA,34.394343,-119.51231,93013,c:12468,Carpinteria,,AdECN,1,2003-01-01,,2006-02-01,2006-02-01,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:12468,0,0,1,0,0,0,5.0,1,1
1110,CA,37.451124,-122.16626399999998,94025,c:856,Menlo Park,,Cuil,0,2005-01-01,9/1/2010,2007-03-01,2008-04-15,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,,0,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:856,0,0,1,1,0,0,2.5,1,0
202,CA,37.430025,-122.09998,94043,c:16276,Mountain View,,Sensory Networks,1,2003-01-01,,2005-10-10,2008-01-01,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:16276,1,0,0,0,1,0,5.0,1,1
710,CA,37.491356,-122.228843,94025,c:410,Menlo Park,,Flock,1,2005-01-01,,2005-01-01,2008-05-21,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:410,0,1,1,1,1,1,2.0,1,1
1035,CA,37.563585,-122.324621,94043,c:726,Mountain View,,AdMob,1,2006-12-01,,2006-09-01,2009-01-29,-0.2493,2.1644,1.411,6.537000000000001,42,4,46800000,6,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:726,0,0,1,1,1,0,2.5,1,1
1111,IL,41.879535,-87.624333,60654,c:8573,Chicago,,FeeFighters,1,2009-01-01,,2010-05-01,2011-01-12,1.3288,2.0301,2.0,2.0301,5,3,1525000,2,IL,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:8573,0,1,0,0,0,0,2.6667,1,1
11,NY,40.730646,-73.986614,10010,c:102867,New York City,New York City NY 10010,WeHostels,1,2011-11-15,,2012-03-18,2012-03-18,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,NY,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:102867,0,1,0,0,0,0,5.0,1,1
741,CA,37.391642,-122.09393500000002,94040,c:431,Mountain View,Mountain View CA 94040,TimeBridge,1,2005-05-01,,2005-07-05,2009-05-11,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:431,1,0,1,1,0,0,1.6667,1,1
967,PA,39.959721,-75.605964,19380,c:60516,West Chester,West Chester PA 19380,Lazarus Therapeutics,0,2006-01-01,2/1/2012,2010-08-02,2010-08-02,4.5863,4.5863,,,1,1,100000,0,PA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:60516,1,0,0,0,0,0,1.0,1,0
761,CA,37.779281,-122.419236,94105,c:43832,San Francisco,San Francisco CA 94105,Loyalty Lab,1,2003-01-01,,2005-03-22,2010-04-29,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43832,1,1,0,1,0,0,1.6667,1,1
1094,TN,36.16223,-86.774353,37201,c:83142,Nashville,Nashville TN 37201,RentStuff.com,1,2010-01-01,,2011-05-05,2012-04-12,1.3397,2.2795,1.0,1.0,3,2,675000,1,TN,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:83142,0,1,0,0,0,0,1.5,0,1
1144,CA,37.3725243,-122.035963,94086,c:9669,Sunnyvale,,ZManda,1,2005-01-01,,2005-01-01,2007-05-22,0.0,2.3863,,,5,2,13000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:9669,0,0,1,1,0,0,2.5,1,1
980,NY,40.728425,-73.999882,10012,c:62802,New York,New York NY 10012,Jumo,1,2010-02-01,,2010-11-01,2010-11-01,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:62802,0,0,0,0,0,0,2.0,1,1
921,MA,42.49173,-71.28179499999997,1730,c:56568,Bedford,Bedford MA 1730,Sionex,0,2001-01-01,8/6/2010,2005-12-07,2005-12-07,4.9342,4.9342,0.0,0.0,2,1,12000000,1,MA,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:56568,0,0,0,0,1,0,4.0,1,0
885,CA,37.524422,-122.265869,94002,c:531,Belmont,,sezmi,1,2007-01-01,,2007-08-01,2011-11-07,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:531,0,0,1,1,1,0,4.3333,1,1
5,TN,36.13996,-86.796377,37212,c:10158,Nashville,,StudioNow,1,2007-01-01,,2007-06-15,2013-01-29,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,TN,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,c:10158,0,0,1,0,0,0,1.0,0,1
43,CA,37.79402,-122.4031242,94111,c:11438,San Francisco,,PicApp,1,2008-01-01,,2008-09-17,2008-09-17,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:11438,0,0,1,0,0,0,1.0,1,1
1052,WA,47.184901,-122.292141,98371,c:75796,Puyallup,Puyallup WA 98371,Million Dollar Earth,0,2011-03-01,10/1/2012,2011-03-07,2011-03-07,0.0164,0.0164,0.0,0.0,1,1,30000,1,WA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:75796,0,1,0,0,0,0,2.0,0,0
796,CA,37.538352,-122.299665,94403,c:45428,San Mateo,San Mateo CA 94403,Composite Software,1,2002-01-01,,2002-01-01,2012-10-24,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45428,0,1,0,0,0,1,1.0,0,1
210,CA,37.7710177,-122.4025976,94110,c:16365,San Francisco,,Terracotta,1,2003-01-01,,2006-02-27,2008-09-01,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16365,1,0,0,1,0,0,5.0,1,1
818,MA,42.493447,-71.514104,1719,c:46889,Boxborough,Boxborough MA 1719,FireStar Software,0,2001-01-01,4/29/2010,2006-01-03,2006-01-03,5.0082,5.0082,,,2,1,980000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46889,0,0,0,0,0,0,1.0,0,0
198,CA,37.390956,-122.032795,94085,c:16264,Sunnyvale,,Aquest Systems,0,2004-01-01,11/10/2010,2007-02-26,2007-02-26,3.1562,3.1562,,,0,1,20000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:16264,0,0,0,1,0,0,3.0,1,0
69,WA,47.603327,-122.334983,98104,c:1253,Seattle,,Faves,0,2004-12-01,12/31/2011,2004-01-01,2004-01-01,-0.9178,-0.9178,,,4,1,1500000,0,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:1253,0,0,0,0,0,0,3.0,0,0
498,CA,34.031328,-118.471463,90404,c:2838,Santa Monica,,Generate,1,2004-01-01,,2008-03-04,2009-07-14,4.1753,5.537000000000001,6.3836,6.3836,0,2,8000000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:2838,0,0,1,0,0,0,1.5,1,1
1038,CA,37.453687,-122.228595,94401,c:732,San Mateo,,Attributor,1,2005-10-01,,2006-01-28,2010-06-10,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:732,0,0,1,1,1,1,4.0,1,1
306,CA,37.552262,-122.292146,94403,c:1853,San Mateo,,Greenplum Software,1,2003-06-01,,2006-03-01,2008-01-01,2.7507,4.589,7.9205,9.211,21,4,61000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:1853,0,0,1,1,1,0,3.0,1,1
1146,CA,37.396312,-121.961396,95054,c:971,Santa Clara,,PlaySpan,1,2006-05-01,,2007-09-01,2010-08-19,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:971,1,0,1,1,1,0,4.25,1,1
36,MD,38.963492,-77.091025,20815,c:1107,Chevy Chase,,JackBe,1,2002-01-01,,2006-01-10,2010-04-08,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,MD,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:1107,0,0,0,1,1,1,4.3333,1,1
253,CA,37.496904,-122.333057,94404,c:17252,San Mateo,San Mateo CA 94404,D2C Games,0,2006-01-01,2/26/2008,2006-12-27,2007-08-29,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:17252,0,0,1,0,0,0,1.0,0,0
1153,CA,37.557637,-122.28571399999998,94304,c:997,Palo Alto,,Zimbra,1,2003-01-01,,2006-04-01,2006-04-01,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:997,0,0,0,0,1,0,9.0,1,1
532,WA,47.5827803,-122.1548103,98005,c:30307,Bellevue,,Smith & Tinker,0,2007-01-01,11/8/2012,2009-08-25,2009-08-25,2.6493,2.6493,1.0,1.0,1,1,29000000,1,WA,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,c:30307,1,0,0,0,0,0,5.0,1,0
200,CA,37.390233,-122.033741,94085,c:16271,Sunnyvale,,Mu Dynamics,1,2005-01-01,,2005-01-01,2008-05-19,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:16271,0,0,1,1,1,0,2.6667,1,1
373,CA,34.1411985,-118.7040908,91302,c:22712,Calabasas,,Fulcrum Microsystems,1,2000-01-01,,2005-05-09,2010-03-15,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:22712,1,0,0,0,1,1,5.6667,1,1
1150,CA,41.78942,-87.596232,94105,c:9782,San Francisco,,ReTel Technologies,1,2007-10-01,,2009-08-06,2009-12-02,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:9782,0,1,0,0,0,0,4.5,1,1
1011,CO,39.977763,-105.13193,80027,c:68169,Louisville,Louisville CO 80027,NexGen Storage,1,2010-01-01,,2011-02-07,2011-11-15,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,CO,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:68169,1,0,1,0,0,0,2.5,1,1
909,MA,42.479262,-71.152277,1801,c:55354,Woburn,Woburn MA 1801,WAY Systems,1,2002-01-01,,2005-10-03,2005-10-03,3.7562,3.7562,-1.0,8.674,2,1,22000000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:55354,0,0,0,0,1,0,4.0,1,1
554,CA,37.459177,-122.173907,94025,c:31488,Menlo Park,,Roxro Pharma,0,1999-01-01,1/1/2001,2007-06-12,2007-06-12,8.4493,8.4493,,,1,1,42700000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31488,0,0,0,1,0,0,3.0,1,0
269,CA,37.4587657,-122.1725191,94025,c:17542,Menlo Park,,Intelliden,1,2000-01-01,,2005-12-21,2007-05-22,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17542,1,0,0,0,0,1,4.0,1,1
773,CA,37.288326,-121.945633,95008-2069,c:44268,Campbell,Campbell CA 95008-2069,Forrst,1,2010-01-25,,2011-03-24,2011-03-24,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:44268,0,1,0,0,0,0,7.0,1,1
865,NY,40.730646,-73.986614,10017,c:51228,New York,New York NY 10017,XGraph,1,2008-10-01,,2010-07-07,2010-07-07,1.7644,1.7644,0.0,3.0849,5,1,3750000,2,NY,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:51228,0,0,1,0,0,0,1.0,1,1
1031,CA,37.441537,-122.158332,94301,c:71852,Palo Alto,Palo Alto CA 94301,Color Labs Inc.,0,2010-08-01,6/1/2013,2010-08-01,2011-03-23,0.0,0.6411,1.5836,3.0685,11,2,41000000,2,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:71852,0,0,1,1,0,0,1.5,1,0
385,CA,37.393536,-122.076747,94306,c:23125,Palo Alto,,Playdom,1,2008-02-01,,2009-11-11,2010-06-21,1.7781,2.3863,2.3123,4.6301,37,2,76000000,3,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:23125,0,0,1,0,0,0,4.0,1,1
658,MA,42.493447,-71.514104,1719,c:37928,Boxborough,Boxborough MA 1719,Digital Reef,1,2006-01-01,,2006-01-01,2008-10-01,0.0,2.7507,3.3315,5.2438,9,2,20000000,2,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:37928,0,0,1,1,0,0,1.0,1,1
1003,CA,37.779281,-122.419236,94107,c:65916,San Francisco,San Francisco CA 94107,Servio,1,2009-04-30,,2010-08-13,2013-03-06,1.2877,3.8521,1.3945,4.2356,11,2,9356180,4,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:65916,0,0,1,1,0,0,1.5,1,1
372,NY,40.743662,-73.984268,10016,c:2245,New York,,Advaliant,0,2013-04-16,5/4/2009,2004-04-01,2004-04-01,-9.0466,-9.0466,-6.0466,-3.8822,6,1,100000,2,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:2245,0,1,0,0,0,0,1.0,0,0
224,GA,33.7812614,-84.36756170000002,30309,c:16618,Atlanta,,Vocalocity,1,2007-01-01,,2009-01-28,2011-08-29,2.0767,4.6603,4.5836,4.726,9,2,13600000,2,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:16618,0,0,0,1,1,0,3.0,1,1
153,CA,37.7766184,-122.3938931,94107,c:1541,San Francisco,,Dapper,1,2006-10-01,11/16/2010,2007-12-01,2007-12-01,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1541,0,0,1,0,0,0,2.0,1,1
164,CA,37.791564,-122.399981,94104,c:15687,San Francisco,,SeeSaw Networks,0,2005-01-01,1/1/2012,2006-11-16,2011-06-23,1.874,6.4767,,,4,5,21138876,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:15687,1,0,1,1,0,0,2.0,1,0
350,MA,42.36401400000001,-71.101375,2139,c:20889,Cambridge,,oneforty,1,2009-03-31,,2009-06-10,2010-01-11,0.1945,0.7836,1.211,2.3836,13,4,2345000,3,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:20889,0,1,1,0,0,0,5.75,1,1
374,CA,37.566123,-122.323045,94401,c:2272,San Mateo,,Smalltown,0,2005-01-15,1/4/2010,2005-11-01,2005-11-01,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2272,0,0,1,0,0,0,1.0,0,0
856,CA,37.406914,-122.09037,94043,c:5043,Mountain View,Mountain View CA 94043,Skyrider,0,2003-01-01,10/15/2008,2006-10-23,2008-03-05,3.811,5.1781,1.7507,3.589,2,2,17000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5043,1,0,0,0,1,0,3.0,1,0
729,NY,40.750519,-73.993494,10001,c:42193,New York,New York NY 10001,SkillSlate,1,2009-01-01,,2010-10-20,2010-10-20,1.8,1.8,1.9151,1.9151,8,1,1100000,1,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:42193,0,1,0,0,0,0,8.0,1,1
